Gene	ExpA	ExpB	FoldChange	log2FC	ExpFreqA	ExpFreqB	TotalA	TotalB	ExpFractionA	ExpFractionB	fishers.pval	wilcoxon.pval	combined.pval	adjusted.pval
PLAC8	32.5393357186434	7.23578522865845	4.49700131918873	2.16896330721946	737	376	1107	1107	0.66576332429991	0.339656729900632	8.57263036713079e-54	3.17876169607871e-74	7.96870581683969e-125	3.78044778898895e-122
ITGB2	14.6548050285971	1.99784162841315	7.33531868601474	2.87485964575491	516	161	1107	1107	0.466124661246612	0.145438121047877	3.63402429190325e-62	8.92700648937941e-66	9.48091779544339e-125	4.24797789001394e-122
LGALS1	90.8778050180622	13.4887903314985	6.73728353578509	2.75216701582563	693	334	1107	1107	0.626016260162602	0.301716350496838	1.68048894352539e-53	8.49801411108555e-73	4.11954215101762e-123	1.74863723410301e-120
CYTH4	35.9761902332414	7.0054831320987	5.13543313927924	2.3604859633082	513	158	1107	1107	0.463414634146341	0.142728093947606	1.61994191311387e-62	2.74764868977292e-62	1.26866594160021e-121	5.11589540950286e-119
FREM1	0.338800918692232	6.38716675188463	0.0530440071244834	-4.23666642412335	25	284	1107	1107	0.022583559168925	0.256549232158988	2.01466741053116e-64	3.96563542241869e-57	2.21734565612302e-118	8.51566319839628e-116
MZB1	22.5922465863775	3.7438232305741	6.0345388109879	2.5932435173722	438	111	1107	1107	0.395663956639566	0.100271002710027	6.39021638979005e-61	2.34857890671513e-60	4.15575840213897e-118	1.52346325060231e-115
CRHBP	10.1619865052836	48.7493017821233	0.208453990801773	-2.26219910242533	314	649	1107	1107	0.283649503161698	0.586269196025294	2.872711100138e-47	4.08130293798765e-64	2.97946742943284e-108	1.04475673123373e-105
PTPRE	13.8625937130014	3.27459174760999	4.23338076360793	2.08181025503104	458	140	1107	1107	0.413730803974706	0.12646793134598	5.03578289943114e-54	1.58366769646234e-53	1.95627147692549e-104	6.57388727558505e-102
LST1	44.1643378679124	16.2134279913338	2.72393585684154	1.44569273121116	772	430	1107	1107	0.697380307136405	0.38843721770551	9.85122623390089e-49	5.4595685231801e-57	1.29665998027382e-102	4.18302509636333e-100
AC006129.2	26.881913374601	6.15126389428937	4.37014471116371	2.12768105332349	564	229	1107	1107	0.509485094850949	0.206865401987353	1.00096839551395e-50	2.9975958373236e-54	7.1822958631554e-102	2.22789292832109e-99
